Loyalty Number,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Avg_Points_Per_Flight,CLV
482218,1,47,72634.0,3,5,5,355,Frequent Flyer,1545.404255319149,72634.0
482256,1,39,67038.0,3,4,4,344,Other,1718.923076923077,67038.0
482345,1,43,56585.0,3,4,4,344,Other,1315.9302325581396,56585.0
482351,1,69,143874.0,3,5,5,355,Frequent Flyer,2085.1304347826085,143874.0
482370,1,4,5232.0,3,1,1,311,At Risk,1308.0,5232.0
482402,1,39,61364.0,3,4,4,344,Other,1573.4358974358975,61364.0
482525,1,36,41468.0,3,3,2,332,Other,1151.888888888889,41468.0
482528,1,24,33754.0,3,2,2,322,Other,1406.4166666666667,33754.0
482551,1,37,49862.0,3,4,3,343,Other,1347.6216216216217,49862.0
482561,1,37,52698.0,3,4,3,343,Other,1424.2702702702702,52698.0
482567,1,3,3327.0,3,1,1,311,At Risk,1109.0,3327.0
482673,1,9,9872.0,3,1,1,311,At Risk,1096.888888888889,9872.0
482681,1,46,58536.0,3,5,4,354,Frequent Flyer,1272.5217391304348,58536.0
482711,1,55,81276.0,3,5,5,355,Frequent Flyer,1477.7454545454545,81276.0
482777,1,4,4812.0,3,1,1,311,At Risk,1203.0,4812.0
482882,1,26,41027.0,3,2,2,322,Other,1577.9615384615386,41027.0
482922,1,68,134880.0,3,5,5,355,Frequent Flyer,1983.5294117647059,134880.0
482938,1,4,9464.0,3,1,1,311,At Risk,2366.0,9464.0
482940,1,45,75542.0,3,5,5,355,Frequent Flyer,1678.7111111111112,75542.0
483125,1,31,47672.0,3,3,3,333,Other,1537.8064516129032,47672.0
483154,1,39,64758.0,3,4,4,344,Other,1660.4615384615386,64758.00000000001
483198,1,34,42504.0,3,3,2,332,Other,1250.1176470588234,42504.0
483436,1,37,39820.0,3,4,2,342,Other,1076.2162162162163,39820.0
483623,1,45,66899.0,3,5,4,354,Frequent Flyer,1486.6444444444444,66899.0
483627,1,32,47886.0,3,3,3,333,Other,1496.4375,47886.0
483631,1,23,27056.0,3,2,2,322,Other,1176.3478260869565,27056.0
483747,1,18,24820.0,3,2,2,322,Other,1378.888888888889,24820.0
483768,1,34,39671.0,3,3,2,332,Other,1166.7941176470588,39671.0
483863,1,66,97341.0,3,5,5,355,Frequent Flyer,1474.8636363636363,97341.0
483875,1,30,44423.0,3,3,3,333,Other,1480.7666666666667,44423.0
483899,1,25,44387.0,3,2,3,323,Other,1775.48,44387.0
484194,1,31,46161.0,3,3,3,333,Other,1489.0645161290322,46161.0
484225,1,3,1749.0,3,1,1,311,At Risk,583.0,1749.0
484243,1,47,69447.0,3,5,5,355,Frequent Flyer,1477.595744680851,69447.0
484317,1,39,63342.0,3,4,4,344,Other,1624.1538461538462,63342.0
484422,1,21,28239.0,3,2,2,322,Other,1344.7142857142858,28239.0
484446,1,48,78602.0,3,5,5,355,Frequent Flyer,1637.5416666666667,78602.0
484495,1,51,82584.0,3,5,5,355,Frequent Flyer,1619.2941176470588,82584.0
484504,1,37,51021.0,3,4,3,343,Other,1378.945945945946,51021.00000000001
484543,1,13,20767.0,3,1,2,312,Other,1597.4615384615386,20767.0
484592,1,49,68676.0,3,5,5,355,Frequent Flyer,1401.5510204081634,68676.0
484625,1,25,43970.0,3,2,3,323,Other,1758.8,43970.0
484718,1,36,63812.0,3,3,4,334,Other,1772.5555555555557,63812.0
484733,1,19,27495.0,3,2,2,322,Other,1447.1052631578948,27495.0
484765,1,5,6310.0,3,1,1,311,At Risk,1262.0,6310.0
484774,1,17,25323.0,3,2,2,322,Other,1489.5882352941176,25323.0
484811,1,33,49925.0,3,3,3,333,Other,1512.878787878788,49925.0
484853,1,42,55635.0,3,4,4,344,Other,1324.642857142857,55635.0
484894,1,43,55030.0,3,4,3,343,Other,1279.7674418604652,55030.0
485040,1,40,47488.0,3,4,3,343,Other,1187.2,47488.0
485062,1,19,30040.0,3,2,2,322,Other,1581.0526315789473,30040.0
485196,1,33,48774.0,3,3,3,333,Other,1478.0,48774.0
485258,1,9,14688.0,3,1,1,311,At Risk,1632.0,14688.0
485280,1,25,40149.0,3,2,2,322,Other,1605.96,40149.0
485281,1,25,42114.0,3,2,2,322,Other,1684.56,42114.0
485282,1,38,60286.0,3,4,4,344,Other,1586.4736842105262,60286.0
485283,1,19,37817.0,3,2,2,322,Other,1990.3684210526317,37817.0
485300,1,8,14270.0,3,1,1,311,At Risk,1783.75,14270.0
485330,1,47,86746.5,3,5,5,355,Frequent Flyer,1845.6702127659576,86746.5
485383,1,42,60324.0,3,4,4,344,Other,1436.2857142857142,60324.0
485397,1,42,57539.0,3,4,4,344,Other,1369.9761904761904,57538.99999999999
485557,1,30,46432.0,3,3,3,333,Other,1547.7333333333333,46432.0
485674,1,48,76455.0,3,5,5,355,Frequent Flyer,1592.8125,76455.0
485742,1,35,50529.0,3,3,3,333,Other,1443.6857142857143,50529.0
485745,1,44,59638.0,3,5,4,354,Frequent Flyer,1355.409090909091,59638.0
485787,1,43,67716.0,3,4,5,345,High Spender,1574.7906976744187,67716.0
485795,1,50,75714.0,3,5,5,355,Frequent Flyer,1514.28,75714.0
485845,1,31,59077.0,3,3,4,334,Other,1905.7096774193549,59077.0
485933,1,50,71187.0,3,5,5,355,Frequent Flyer,1423.74,71187.0
486048,1,32,53527.0,3,3,3,333,Other,1672.71875,53527.0
486075,1,37,63195.0,3,4,4,344,Other,1707.972972972973,63195.0
486112,1,25,37900.0,3,2,2,322,Other,1516.0,37900.0
486117,1,31,48722.0,3,3,3,333,Other,1571.6774193548388,48722.0
486139,1,31,48496.0,3,3,3,333,Other,1564.3870967741937,48496.0
486143,1,46,70558.0,3,5,5,355,Frequent Flyer,1533.8695652173913,70558.0
486197,1,47,115126.5,3,5,5,355,Frequent Flyer,2449.5,115126.5
486200,1,56,140508.0,3,5,5,355,Frequent Flyer,2509.0714285714284,140508.0
486226,1,45,72485.0,3,5,5,355,Frequent Flyer,1610.7777777777778,72485.0
486359,1,41,61709.0,3,4,4,344,Other,1505.0975609756097,61709.0
486600,1,35,50987.0,3,3,3,333,Other,1456.7714285714285,50987.0
486708,1,39,59184.0,3,4,4,344,Other,1517.5384615384614,59183.99999999999
486776,1,43,51222.0,3,4,3,343,Other,1191.2093023255813,51222.0
486812,1,9,12025.0,3,1,1,311,At Risk,1336.111111111111,12025.0
486831,1,34,57944.0,3,3,4,334,Other,1704.235294117647,57944.0
486860,1,55,122478.0,3,5,5,355,Frequent Flyer,2226.8727272727274,122478.0
486890,1,40,61620.0,3,4,4,344,Other,1540.5,61620.0
486897,1,38,77724.0,3,4,5,345,High Spender,2045.3684210526317,77724.0
486909,1,34,44171.0,3,3,3,333,Other,1299.1470588235295,44171.0
486933,1,20,22373.0,3,2,2,322,Other,1118.65,22373.0
486955,1,45,68234.0,3,5,5,355,Frequent Flyer,1516.3111111111111,68234.0
486956,1,39,50258.0,3,4,3,343,Other,1288.6666666666667,50258.0
487027,1,1,2412.0,3,1,1,311,At Risk,2412.0,2412.0
487070,1,43,63956.0,3,4,4,344,Other,1487.3488372093022,63956.0
487195,1,37,62463.0,3,4,4,344,Other,1688.1891891891892,62463.0
487212,1,48,63312.0,3,5,4,354,Frequent Flyer,1319.0,63312.0
487228,1,9,14942.0,3,1,1,311,At Risk,1660.2222222222222,14942.0
487359,1,36,58082.0,3,3,4,334,Other,1613.388888888889,58082.0
487486,1,28,49880.0,3,2,3,323,Other,1781.4285714285713,49880.0
487605,1,37,39559.0,3,4,2,342,Other,1069.162162162162,39559.0
487726,1,40,61692.0,3,4,4,344,Other,1542.3,61692.0
487727,1,27,42881.0,3,2,2,322,Other,1588.1851851851852,42881.0
487777,1,45,65613.0,3,5,4,354,Frequent Flyer,1458.0666666666666,65613.0
487799,1,51,116554.5,3,5,5,355,Frequent Flyer,2285.3823529411766,116554.5
487807,1,41,64441.0,3,4,4,344,Other,1571.7317073170732,64441.0
487823,1,5,6659.0,3,1,1,311,At Risk,1331.8,6659.0
487901,1,42,66749.0,3,4,4,344,Other,1589.2619047619048,66749.0
487930,1,46,54418.0,3,5,3,353,Frequent Flyer,1183.0,54418.0
488009,1,16,28332.0,3,2,2,322,Other,1770.75,28332.0
488044,1,47,77085.0,3,5,5,355,Frequent Flyer,1640.1063829787233,77085.0
488071,1,41,75021.0,3,4,5,345,High Spender,1829.780487804878,75021.0
488130,1,76,181668.0,3,5,5,355,Frequent Flyer,2390.3684210526317,181668.0
488151,1,6,6270.0,3,1,1,311,At Risk,1045.0,6270.0
488188,1,29,39751.0,3,2,2,322,Other,1370.7241379310344,39751.0
488268,1,45,76007.0,3,5,5,355,Frequent Flyer,1689.0444444444445,76007.0
488303,1,26,45122.0,3,2,3,323,Other,1735.4615384615386,45122.0
488535,1,33,52909.0,3,3,3,333,Other,1603.3030303030303,52909.0
488549,1,54,70537.0,3,5,5,355,Frequent Flyer,1306.2407407407406,70537.0
488647,1,17,21951.0,3,2,2,322,Other,1291.235294117647,21951.0
488675,1,36,53823.0,3,3,3,333,Other,1495.0833333333333,53823.0
488679,1,23,32692.0,3,2,2,322,Other,1421.391304347826,32692.0
488799,1,50,76630.0,3,5,5,355,Frequent Flyer,1532.6,76630.0
488811,1,26,70908.0,3,2,5,325,High Spender,2727.230769230769,70908.0
488853,1,39,59502.0,3,4,4,344,Other,1525.6923076923076,59502.0
488872,1,43,56605.0,3,4,4,344,Other,1316.3953488372092,56604.99999999999
488884,1,36,53892.0,3,3,3,333,Other,1497.0,53892.0
489108,1,26,38494.0,3,2,2,322,Other,1480.5384615384614,38494.0
489115,1,34,49239.0,3,3,3,333,Other,1448.2058823529412,49239.0
489221,1,34,56295.0,3,3,4,334,Other,1655.735294117647,56295.0
489244,1,48,73748.0,3,5,5,355,Frequent Flyer,1536.4166666666667,73748.0
489279,1,34,47219.0,3,3,3,333,Other,1388.7941176470588,47219.0
489301,1,41,71361.0,3,4,5,345,High Spender,1740.5121951219512,71361.0
489335,1,31,50845.0,3,3,3,333,Other,1640.1612903225807,50845.0
489371,1,44,68434.0,3,5,5,355,Frequent Flyer,1555.3181818181818,68434.0
489391,1,33,75624.0,3,3,5,335,High Spender,2291.6363636363635,75624.0
489394,1,6,9882.0,3,1,1,311,At Risk,1647.0,9882.0
489501,1,1,1809.0,3,1,1,311,At Risk,1809.0,1809.0
489523,1,32,61252.0,3,3,4,334,Other,1914.125,61252.0
489534,1,47,79262.0,3,5,5,355,Frequent Flyer,1686.4255319148936,79262.0
489549,1,11,16732.0,3,1,1,311,At Risk,1521.090909090909,16732.0
489592,1,4,9090.0,3,1,1,311,At Risk,2272.5,9090.0
489609,1,12,18342.0,3,1,1,311,At Risk,1528.5,18342.0
489628,1,14,18912.0,3,2,1,321,Other,1350.857142857143,18912.0
489781,1,39,60025.0,3,4,4,344,Other,1539.1025641025642,60025.00000000001
489842,1,44,62414.0,3,5,4,354,Frequent Flyer,1418.5,62414.0
489856,1,51,99039.0,3,5,5,355,Frequent Flyer,1941.9411764705883,99039.0
489956,1,29,44293.0,3,2,3,323,Other,1527.344827586207,44293.0
489985,1,22,37402.0,3,2,2,322,Other,1700.090909090909,37402.0
490053,1,36,60922.0,3,3,4,334,Other,1692.2777777777778,60922.0
490250,1,30,42518.0,3,3,2,332,Other,1417.2666666666667,42518.0
490439,1,23,36193.0,3,2,2,322,Other,1573.608695652174,36193.0
490479,1,50,71954.0,3,5,5,355,Frequent Flyer,1439.08,71954.0
490487,1,41,66166.0,3,4,4,344,Other,1613.8048780487804,66166.0
490553,1,48,72175.0,3,5,5,355,Frequent Flyer,1503.6458333333333,72175.0
490562,1,16,26976.0,3,2,2,322,Other,1686.0,26976.0
490563,1,24,35178.0,3,2,2,322,Other,1465.75,35178.0
490774,1,39,56774.0,3,4,4,344,Other,1455.7435897435898,56774.0
490806,1,45,70186.0,3,5,5,355,Frequent Flyer,1559.6888888888889,70186.0
490824,1,30,48119.0,3,3,3,333,Other,1603.9666666666667,48119.0
490840,1,33,51505.0,3,3,3,333,Other,1560.7575757575758,51505.0
490860,1,33,47192.0,3,3,3,333,Other,1430.060606060606,47192.0
490932,1,49,85384.0,3,5,5,355,Frequent Flyer,1742.530612244898,85384.0
490984,1,38,64081.0,3,4,4,344,Other,1686.342105263158,64081.0
491005,1,28,41092.0,3,2,2,322,Other,1467.5714285714287,41092.0
491122,1,30,44223.0,3,3,3,333,Other,1474.1,44223.0
491242,1,58,122089.5,3,5,5,355,Frequent Flyer,2104.9913793103447,122089.49999999999
491244,1,19,61626.0,3,2,4,324,Other,3243.4736842105262,61626.0
491253,1,27,33958.0,3,2,2,322,Other,1257.7037037037037,33958.0
491310,1,27,46352.0,3,2,3,323,Other,1716.7407407407406,46352.0
491351,1,42,64428.0,3,4,4,344,Other,1534.0,64428.0
491369,1,44,61400.0,3,5,4,354,Frequent Flyer,1395.4545454545455,61400.0
491391,1,41,46253.0,3,4,3,343,Other,1128.121951219512,46252.99999999999
491404,1,37,53020.0,3,4,3,343,Other,1432.972972972973,53020.0
491481,1,40,67766.0,3,4,5,345,High Spender,1694.15,67766.0
491513,1,33,43880.0,3,3,3,333,Other,1329.6969696969697,43880.0
491643,1,7,16047.0,3,1,1,311,At Risk,2292.4285714285716,16047.0
491690,1,68,156066.0,3,5,5,355,Frequent Flyer,2295.0882352941176,156066.0
491773,1,49,71597.0,3,5,5,355,Frequent Flyer,1461.1632653061224,71597.0
491907,1,32,47960.0,3,3,3,333,Other,1498.75,47960.0
491948,1,24,35629.0,3,2,2,322,Other,1484.5416666666667,35629.0
491986,1,44,62036.0,3,5,4,354,Frequent Flyer,1409.909090909091,62036.0
491987,1,51,81745.0,3,5,5,355,Frequent Flyer,1602.8431372549019,81745.0
492011,1,37,55419.0,3,4,4,344,Other,1497.8108108108108,55419.0
492036,1,8,12750.0,3,1,1,311,At Risk,1593.75,12750.0
492090,1,49,139800.0,3,5,5,355,Frequent Flyer,2853.061224489796,139800.0
492158,1,42,70595.0,3,4,5,345,High Spender,1680.8333333333333,70595.0
492159,1,38,63704.0,3,4,4,344,Other,1676.421052631579,63704.0
492165,1,34,50332.0,3,3,3,333,Other,1480.3529411764705,50332.0
492226,1,46,159433.5,3,5,5,355,Frequent Flyer,3465.945652173913,159433.5
492265,1,8,14513.0,3,1,1,311,At Risk,1814.125,14513.0
492367,1,25,40694.0,3,2,2,322,Other,1627.76,40694.0
492401,1,31,54757.0,3,3,3,333,Other,1766.3548387096773,54757.0
492433,1,46,73855.0,3,5,5,355,Frequent Flyer,1605.5434782608695,73855.0
492496,1,57,97617.0,3,5,5,355,Frequent Flyer,1712.578947368421,97617.0
492505,1,31,54600.0,3,3,3,333,Other,1761.2903225806451,54600.0
492575,1,25,37754.0,3,2,2,322,Other,1510.16,37754.0
492695,1,54,79590.0,3,5,5,355,Frequent Flyer,1473.888888888889,79590.0
492700,1,5,7785.0,3,1,1,311,At Risk,1557.0,7785.0
492757,1,43,68231.0,3,4,5,345,High Spender,1586.7674418604652,68231.0
492789,1,36,57754.0,3,3,4,334,Other,1604.2777777777778,57754.0
492812,1,28,44491.0,3,2,3,323,Other,1588.9642857142858,44491.0
492883,1,31,50819.0,3,3,3,333,Other,1639.3225806451612,50819.0
492966,1,41,57676.0,3,4,4,344,Other,1406.7317073170732,57676.0
492973,1,64,176811.0,3,5,5,355,Frequent Flyer,2762.671875,176811.0
493061,1,34,50207.0,3,3,3,333,Other,1476.6764705882354,50207.0
493088,1,47,64437.0,3,5,4,354,Frequent Flyer,1371.0,64437.0
493283,1,33,55416.0,3,3,4,334,Other,1679.2727272727273,55416.0
493350,1,37,53940.0,3,4,3,343,Other,1457.837837837838,53940.0
493358,1,25,31160.0,3,2,2,322,Other,1246.4,31160.000000000004
493369,1,62,100932.0,3,5,5,355,Frequent Flyer,1627.9354838709678,100932.0
493427,1,44,63488.0,3,5,4,354,Frequent Flyer,1442.909090909091,63488.0
493598,1,48,75231.0,3,5,5,355,Frequent Flyer,1567.3125,75231.0
493640,1,44,71040.0,3,5,5,355,Frequent Flyer,1614.5454545454545,71040.0
493677,1,59,84176.0,3,5,5,355,Frequent Flyer,1426.7118644067796,84176.0
493775,1,48,80989.0,3,5,5,355,Frequent Flyer,1687.2708333333333,80989.0
493800,1,33,56824.0,3,3,4,334,Other,1721.939393939394,56824.0
493819,1,44,53004.0,3,5,3,353,Frequent Flyer,1204.6363636363637,53004.00000000001
493894,1,41,68156.0,3,4,5,345,High Spender,1662.341463414634,68156.0
493925,1,33,44550.0,3,3,3,333,Other,1350.0,44550.0
493972,1,31,43139.0,3,3,2,332,Other,1391.5806451612902,43139.0
494062,1,33,53403.0,3,3,3,333,Other,1618.2727272727273,53403.0
494179,1,57,89195.0,3,5,5,355,Frequent Flyer,1564.8245614035088,89195.0
494206,1,53,67153.0,3,5,5,355,Frequent Flyer,1267.0377358490566,67153.0
494213,1,45,58629.0,3,5,4,354,Frequent Flyer,1302.8666666666666,58628.99999999999
494263,1,37,61391.0,3,4,4,344,Other,1659.2162162162163,61391.0
494284,1,31,43417.0,3,3,2,332,Other,1400.5483870967741,43417.0
494384,1,42,64697.0,3,4,4,344,Other,1540.404761904762,64697.0
494438,1,5,8605.0,3,1,1,311,At Risk,1721.0,8605.0
494498,1,35,61397.0,3,3,4,334,Other,1754.2,61397.0
494515,1,26,49928.0,3,2,3,323,Other,1920.3076923076924,49928.0
494552,1,2,4488.0,3,1,1,311,At Risk,2244.0,4488.0
494600,1,41,61218.0,3,4,4,344,Other,1493.121951219512,61217.99999999999
494885,1,52,79154.0,3,5,5,355,Frequent Flyer,1522.1923076923076,79154.0
494887,1,26,46512.0,3,2,3,323,Other,1788.923076923077,46512.0
494899,1,45,76058.0,3,5,5,355,Frequent Flyer,1690.1777777777777,76058.0
495027,1,27,42867.0,3,2,2,322,Other,1587.6666666666667,42867.0
495058,1,40,58127.0,3,4,4,344,Other,1453.175,58127.0
495148,1,33,55450.0,3,3,4,334,Other,1680.3030303030303,55450.0
495168,1,42,59586.0,3,4,4,344,Other,1418.7142857142858,59586.0
495253,1,34,49020.0,3,3,3,333,Other,1441.764705882353,49020.0
495286,1,34,46400.0,3,3,3,333,Other,1364.7058823529412,46400.0
495369,1,15,22072.0,3,2,2,322,Other,1471.4666666666667,22072.0
495381,1,40,65237.0,3,4,4,344,Other,1630.925,65237.0
495403,1,68,170272.5,3,5,5,355,Frequent Flyer,2504.0073529411766,170272.5
495473,1,42,65041.0,3,4,4,344,Other,1548.595238095238,65041.0
495632,1,4,8252.0,3,1,1,311,At Risk,2063.0,8252.0
495707,1,23,38583.0,3,2,2,322,Other,1677.5217391304348,38583.0
495773,1,45,46374.0,3,5,3,353,Frequent Flyer,1030.5333333333333,46374.0
495787,1,35,51327.0,3,3,3,333,Other,1466.4857142857143,51327.0
495912,1,33,56976.0,3,3,4,334,Other,1726.5454545454545,56976.0
495926,1,4,3544.0,3,1,1,311,At Risk,886.0,3544.0
495942,1,32,48594.0,3,3,3,333,Other,1518.5625,48594.0
496014,1,39,61431.0,3,4,4,344,Other,1575.1538461538462,61431.0
496159,1,31,36584.0,3,3,2,332,Other,1180.1290322580646,36584.0
496191,1,40,59903.0,3,4,4,344,Other,1497.575,59903.0
496233,1,31,42998.0,3,3,2,332,Other,1387.032258064516,42998.0
496325,1,48,65881.0,3,5,4,354,Frequent Flyer,1372.5208333333333,65881.0
496329,1,46,57591.0,3,5,4,354,Frequent Flyer,1251.9782608695652,57591.0
496357,1,42,67083.0,3,4,4,344,Other,1597.2142857142858,67083.0
496371,1,39,64367.0,3,4,4,344,Other,1650.4358974358975,64367.0
496387,1,22,26850.0,3,2,2,322,Other,1220.4545454545455,26850.0
496403,1,25,48026.0,3,2,3,323,Other,1921.04,48026.0
496482,1,7,9829.0,3,1,1,311,At Risk,1404.142857142857,9829.0
496668,1,3,2292.0,3,1,1,311,At Risk,764.0,2292.0
496675,1,79,187200.0,3,5,5,355,Frequent Flyer,2369.6202531645567,187199.99999999997
496686,1,19,43446.0,3,2,2,322,Other,2286.6315789473683,43446.0
496728,1,57,84329.0,3,5,5,355,Frequent Flyer,1479.4561403508771,84329.0
496759,1,35,48831.0,3,3,3,333,Other,1395.1714285714286,48831.0
496820,1,32,51237.0,3,3,3,333,Other,1601.15625,51237.0
496831,1,29,83548.5,3,2,5,325,High Spender,2880.9827586206898,83548.5
497070,1,8,5228.0,3,1,1,311,At Risk,653.5,5228.0
497106,1,22,25312.0,3,2,2,322,Other,1150.5454545454545,25312.0
497108,1,32,58033.0,3,3,4,334,Other,1813.53125,58033.0
497194,1,39,55328.0,3,4,4,344,Other,1418.6666666666667,55328.0
497201,1,49,76414.0,3,5,5,355,Frequent Flyer,1559.469387755102,76414.0
497226,1,8,17188.0,3,1,1,311,At Risk,2148.5,17188.0
497281,1,54,132693.0,3,5,5,355,Frequent Flyer,2457.277777777778,132693.0
497421,1,39,56834.0,3,4,4,344,Other,1457.2820512820513,56834.0
497467,1,38,51682.0,3,4,3,343,Other,1360.0526315789473,51682.0
497494,1,29,45620.0,3,2,3,323,Other,1573.103448275862,45620.0
497576,1,63,131659.5,3,5,5,355,Frequent Flyer,2089.8333333333335,131659.5
497613,1,35,47563.0,3,3,3,333,Other,1358.942857142857,47563.0
497648,1,20,32979.0,3,2,2,322,Other,1648.95,32979.0
497756,1,3,2061.0,3,1,1,311,At Risk,687.0,2061.0
497784,1,40,52191.0,3,4,3,343,Other,1304.775,52191.0
497836,1,29,46935.0,3,2,3,323,Other,1618.448275862069,46935.0
497854,1,40,54583.0,3,4,3,343,Other,1364.575,54583.0
497861,1,43,79230.0,3,4,5,345,High Spender,1842.5581395348838,79230.0
497891,1,32,52824.0,3,3,3,333,Other,1650.75,52824.0
498028,1,27,39332.0,3,2,2,322,Other,1456.7407407407406,39332.0
498030,1,31,46905.0,3,3,3,333,Other,1513.0645161290322,46905.0
498149,1,27,46219.0,3,2,3,323,Other,1711.8148148148148,46219.0
498319,1,9,10545.0,3,1,1,311,At Risk,1171.6666666666667,10545.0
498514,1,52,116094.0,3,5,5,355,Frequent Flyer,2232.576923076923,116093.99999999999
498573,1,25,36629.0,3,2,2,322,Other,1465.16,36629.0
498587,1,53,69265.0,3,5,5,355,Frequent Flyer,1306.8867924528302,69265.0
498610,1,16,22947.0,3,2,2,322,Other,1434.1875,22947.0
498632,1,47,66880.0,3,5,4,354,Frequent Flyer,1422.9787234042553,66880.0
498643,1,38,50022.0,3,4,3,343,Other,1316.3684210526317,50022.0
498644,1,43,62773.0,3,4,4,344,Other,1459.8372093023256,62773.0
498694,1,41,68395.0,3,4,5,345,High Spender,1668.1707317073171,68395.0
498793,1,42,64847.0,3,4,4,344,Other,1543.9761904761904,64846.99999999999
498897,1,22,40387.0,3,2,2,322,Other,1835.7727272727273,40387.0
498923,1,45,55342.0,3,5,4,354,Frequent Flyer,1229.8222222222223,55342.00000000001
498932,1,40,45697.0,3,4,3,343,Other,1142.425,45697.0
498989,1,27,34863.0,3,2,2,322,Other,1291.2222222222222,34863.0
498998,1,8,10988.0,3,1,1,311,At Risk,1373.5,10988.0
499027,1,42,71698.0,3,4,5,345,High Spender,1707.095238095238,71698.0
499089,1,39,64113.0,3,4,4,344,Other,1643.923076923077,64113.0
499128,1,36,52937.0,3,3,3,333,Other,1470.4722222222222,52937.0
499132,1,34,63092.0,3,3,4,334,Other,1855.6470588235295,63092.0
499346,1,8,14868.0,3,1,1,311,At Risk,1858.5,14868.0
499423,1,6,11923.0,3,1,1,311,At Risk,1987.1666666666667,11923.0
499482,1,37,75580.5,3,4,5,345,High Spender,2042.7162162162163,75580.5
499518,1,42,63222.0,3,4,4,344,Other,1505.2857142857142,63222.0
499563,1,43,61066.5,3,4,4,344,Other,1420.1511627906978,61066.5
499658,1,33,50364.0,3,3,3,333,Other,1526.1818181818182,50364.0
499874,1,76,110103.0,3,5,5,355,Frequent Flyer,1448.7236842105262,110103.0
499875,1,49,71522.0,3,5,5,355,Frequent Flyer,1459.6326530612246,71522.0
499890,1,34,50327.0,3,3,3,333,Other,1480.2058823529412,50327.0
499913,1,10,13387.0,3,1,1,311,At Risk,1338.7,13387.0
499932,1,30,38141.0,3,3,2,332,Other,1271.3666666666666,38141.0
499945,1,40,54007.0,3,4,3,343,Other,1350.175,54007.0
499963,1,29,39217.0,3,2,2,322,Other,1352.3103448275863,39217.0
500022,1,50,66681.0,3,5,4,354,Frequent Flyer,1333.62,66681.0
500026,1,24,30840.0,3,2,2,322,Other,1285.0,30840.0
500038,1,45,58952.0,3,5,4,354,Frequent Flyer,1310.0444444444445,58952.0
500058,1,13,15643.0,3,1,1,311,At Risk,1203.3076923076924,15643.0
500060,1,45,70451.0,3,5,5,355,Frequent Flyer,1565.5777777777778,70451.0
500115,1,13,19776.0,3,1,1,311,At Risk,1521.2307692307693,19776.0
500248,1,91,238120.5,3,5,5,355,Frequent Flyer,2616.7087912087914,238120.5
500280,1,45,71921.0,3,5,5,355,Frequent Flyer,1598.2444444444445,71921.0
500374,1,65,162955.5,3,5,5,355,Frequent Flyer,2507.007692307692,162955.5
500455,1,34,51887.0,3,3,3,333,Other,1526.0882352941176,51887.0
500759,1,44,66192.0,3,5,4,354,Frequent Flyer,1504.3636363636363,66192.0
500767,1,47,72847.0,3,5,5,355,Frequent Flyer,1549.936170212766,72847.0
500782,1,36,58938.0,3,3,4,334,Other,1637.1666666666667,58938.0
500788,1,51,75461.0,3,5,5,355,Frequent Flyer,1479.6274509803923,75461.0
501030,1,26,32965.0,3,2,2,322,Other,1267.8846153846155,32965.0
501109,1,40,64867.0,3,4,4,344,Other,1621.675,64867.0
501131,1,50,70377.0,3,5,5,355,Frequent Flyer,1407.54,70377.0
501165,1,5,7735.0,3,1,1,311,At Risk,1547.0,7735.0
501209,1,34,55151.0,3,3,3,333,Other,1622.0882352941176,55151.0
501217,1,5,6625.0,3,1,1,311,At Risk,1325.0,6625.0
501278,1,40,41586.0,3,4,2,342,Other,1039.65,41586.0
501363,1,41,59791.0,3,4,4,344,Other,1458.3170731707316,59791.0
501490,1,45,72164.0,3,5,5,355,Frequent Flyer,1603.6444444444444,72164.0
501551,1,49,105762.0,3,5,5,355,Frequent Flyer,2158.408163265306,105762.0
501552,1,46,75378.0,3,5,5,355,Frequent Flyer,1638.6521739130435,75378.0
501569,1,11,18158.0,3,1,1,311,At Risk,1650.7272727272727,18158.0
501602,1,43,56001.0,3,4,4,344,Other,1302.3488372093022,56001.0
501655,1,45,71200.0,3,5,5,355,Frequent Flyer,1582.2222222222222,71200.0
501699,1,36,59549.0,3,3,4,334,Other,1654.138888888889,59549.0
501704,1,39,41150.0,3,4,2,342,Other,1055.128205128205,41150.0
501854,1,24,28945.0,3,2,2,322,Other,1206.0416666666667,28945.0
501856,1,48,71402.0,3,5,5,355,Frequent Flyer,1487.5416666666667,71402.0
501875,1,39,62782.0,3,4,4,344,Other,1609.7948717948718,62782.0
501877,1,65,129990.0,3,5,5,355,Frequent Flyer,1999.8461538461538,129990.0
501885,1,3,2674.0,3,1,1,311,At Risk,891.3333333333334,2674.0
501976,1,26,26617.0,3,2,2,322,Other,1023.7307692307693,26617.0
502012,1,46,82027.0,3,5,5,355,Frequent Flyer,1783.195652173913,82027.0
502023,1,24,32829.0,3,2,2,322,Other,1367.875,32829.0
502141,1,32,42584.0,3,3,2,332,Other,1330.75,42584.0
502152,1,4,3268.0,3,1,1,311,At Risk,817.0,3268.0
502163,1,36,51804.0,3,3,3,333,Other,1439.0,51804.0
502212,1,24,32400.0,3,2,2,322,Other,1350.0,32400.0
502353,1,29,36962.0,3,2,2,322,Other,1274.551724137931,36962.0
502376,1,34,47955.0,3,3,3,333,Other,1410.4411764705883,47955.0
